"price","year","manufacturer","condition","fuel","odometer","title_status","transmission","drive","state","lat","long"
"Easy",2005,"C","excellent","gas",178136,"ok","automatic","fwd","ct",41.6667,-72.7722
"Easy",2013,"D","good","gas",152575,"ok","automatic","fwd","ct",41.658369,-72.866606
"Easy",2010,"C","excellent","other",98791,"ok","automatic","4wd","ct",40.894535,-74.152367
"Easy",2012,"C","like new","gas",53206,"ok","automatic","fwd","ct",40.876514,-74.072113
"Easy",2012,"C","excellent","other",159317,"ok","automatic","4wd","ct",NA,NA
"Easy",2009,"C","excellent","gas",205638,"ok","automatic","4wd","ct",41.915593,-72.61482
"Easy",2012,"C","good","gas",119400,"ok","automatic","4wd","ct",41.512139,-73.021803
"Easy",2005,"C","excellent","gas",105652,"ok","automatic","4wd","ct",41.326766,-72.778884
"Easy",2006,"C","excellent","gas",167056,"ok","automatic","4wd","ct",41.326766,-72.778884
"Easy",2011,"C","excellent","gas",153154,"ok","automatic","4wd","ct",41.9099,-72.6029
"Easy",2011,"C","like new","gas",103000,"ok","automatic","4wd","ct",41.7498,-72.6947
"Diff",2016,"C","good","gas",52115,"ok","other","fwd","ct",41.31,-72.92
"Easy",2007,"C","excellent","gas",159000,"ok","automatic","fwd","ct",41.169,-73.2334
"Diff",2018,"C","fair","gas",6306,"ok","automatic","fwd","ct",40.7867,-73.727
"Easy",2013,"C","excellent","gas",90000,"ok","automatic","4wd","ct",41.42016,-73.018913
"Easy",2003,"C","excellent","gas",165000,"ok","automatic","fwd","ct",41.46,-72.8222
"Easy",2009,"C","good","gas",116089,"ok","automatic","4wd","ct",41.4557,-72.8393
"Easy",2001,"D","good","gas",156227,"ok","automatic","fwd","ct",41.27,-72.964
"Easy",2003,"C","excellent","gas",167000,"ok","automatic","4wd","ct",41.292777,-72.943903
"Diff",1991,"C","excellent","gas",5015,"ok","automatic","4wd","ct",41.197651,-73.20814
"Easy",2009,"C","good","gas",123700,"ok","automatic","4wd","ct",41.197651,-73.20814
"Easy",2011,"D","excellent","gas",121000,"ok","automatic","fwd","ct",41.1692,-73.2681
"Easy",2020,"D","good","other",180000,"ok","other","fwd","ct",41.5401,-72.8189
"Easy",2010,"C","excellent","gas",150000,"ok","automatic","fwd","ct",41.5343,-73.1131
"Easy",2011,"C","excellent","gas",132102,"ok","automatic","4wd","ct",41.275296,-72.832643
"Easy",2012,"C","excellent","gas",155624,"ok","automatic","4wd","ct",41.326766,-72.778884
"Easy",2017,"C","good","gas",33338,"ok","automatic","4wd","ct",41.126127,-73.423315
"Easy",2014,"B","excellent","gas",92077,"ok","automatic","4wd","ct",41.9099,-72.6029
"Easy",2017,"C","excellent","gas",11378,"ok","automatic","4wd","ct",42.0718,-72.6751
"Easy",2013,"B","good","gas",77751,"ok","automatic","fwd","ct",41.197651,-73.20814
"Easy",2012,"D","excellent","gas",38166,"ok","automatic","4wd","ct",40.7867,-73.727
"Easy",2009,"C","like new","gas",61000,"ok","automatic","4wd","ct",40.6729,-73.5365
"Easy",2010,"C","excellent","gas",158919,"ok","automatic","4wd","ct",41.197651,-73.20814
"Easy",2012,"C","good","gas",63457,"ok","automatic","fwd","ct",41.31,-72.92
"Easy",2014,"C","good","gas",58589,"ok","other","rwd","ct",41.31,-72.92
"Easy",2014,"D","good","gas",107400,"ok","automatic","rwd","ct",41.512139,-73.021803
"Easy",2008,"C","excellent","gas",91200,"ok","automatic","4wd","ct",41.512139,-73.021803
"Easy",1997,"D","good","gas",152000,"ok","automatic","4wd","ct",41.3082,-72.9282
"Easy",2012,"C","like new","gas",123856,"ok","automatic","4wd","ct",41.197651,-73.20814
"Diff",2016,"C","good","gas",21407,"ok","automatic","rwd","ct",41.81,-72.9
"Easy",2000,"C","fair","gas",150000,"ok","automatic","rwd","ct",41.455115,-73.578452
"Easy",2007,"C","excellent","gas",105977,"ok","automatic","4wd","ct",41.3286,-74.1885
"Diff",2015,"C","excellent","gas",37825,"ok","automatic","4wd","ct",NA,NA
"Easy",2020,"C","good","gas",10455,"ok","automatic","fwd","dc",38.916807,-77.469344
"Easy",2014,"C","good","gas",86945,"ok","automatic","fwd","dc",38.75937,-77.454156
"Easy",2017,"C","good","electric",25358,"ok","automatic","fwd","dc",39,-77
"Easy",2014,"C","good","other",57874,"ok","automatic","4wd","dc",38.89,-77.03
"Diff",2018,"C","good","gas",7430,"ok","manual","fwd","dc",38.89,-77.03
"Diff",2018,"B","good","gas",41785,"ok","automatic","4wd","dc",38.89,-77.03
"Easy",2004,"C","excellent","gas",73000,"ok","manual","rwd","dc",38.749973,-77.296886
"Diff",2016,"C","excellent","gas",94500,"ok","automatic","fwd","dc",38.8871,-77.0932
"Easy",2016,"C","like new","electric",18000,"ok","other","fwd","dc",38.85475,-77.15672
"Easy",1992,"C","excellent","gas",216000,"ok","manual","rwd","dc",38.7316,-77.0604
"Easy",2019,"C","good","gas",42889,"ok","automatic","fwd","dc",38.50835,-77.37164
"Easy",2007,"C","excellent","gas",137500,"ok","automatic","fwd","dc",38.8604,-77.2649
"Diff",2017,"C","good","gas",26207,"ok","automatic","4wd","dc",39,-77
"Easy",2012,"B","excellent","gas",236000,"ok","automatic","4wd","dc",39.1355,-77.2822
"Easy",2013,"B","excellent","hybrid",70845,"ok","automatic","4wd","dc",38.91542,-77.47277
"Easy",1997,"C","good","gas",138000,"ok","automatic","4wd","dc",39.04,-77.0444
"Easy",2012,"C","good","gas",106623,"ok","automatic","fwd","dc",38.8377,-76.798
"Diff",2017,"C","good","gas",28595,"ok","automatic","4wd","dc",38.89,-77.03
"Diff",2014,"B","good","gas",55950,"ok","automatic","rwd","dc",38.89,-77.03
"Diff",2013,"C","good","gas",67611,"ok","automatic","rwd","dc",38.87,-77.1
"Diff",2019,"C","good","gas",10211,"ok","other","fwd","dc",38.87,-77.1
"Easy",2019,"C","good","gas",21743,"ok","manual","fwd","dc",38.89,-77.03
"Easy",2012,"C","excellent","gas",92870,"ok","automatic","fwd","dc",38.50942,-77.3709
"Easy",2012,"C","like new","gas",73000,"ok","manual","rwd","dc",38.8157,-77.6216
"Easy",2016,"C","good","gas",116543,"ok","automatic","fwd","dc",38.884033,-77.097657
"Easy",2006,"C","excellent","gas",101454,"ok","manual","fwd","dc",38.7598,-77.4635
"Easy",2005,"C","excellent","hybrid",82686,"ok","automatic","fwd","dc",38.78067,-77.121394
"Easy",2010,"C","excellent","gas",115000,"ok","automatic","fwd","dc",38.806,-77.0529
"Easy",2008,"C","fair","gas",249111,"ok","automatic","fwd","dc",39.1618,-76.6297
"Easy",2008,"C","good","gas",141000,"ok","manual","fwd","dc",38.82148,-77.283138
"Easy",2011,"C","excellent","gas",144391,"ok","automatic","fwd","dc",38.771145,-77.49771
"Diff",2012,"C","like new","gas",114824,"ok","automatic","rwd","dc",38.50942,-77.3709
"Diff",2017,"C","good","gas",18181,"ok","other","4wd","dc",38.89,-77.03
"Easy",2000,"C","excellent","gas",232000,"ok","automatic","fwd","dc",39.087,-77.168
"Easy",2014,"C","good","gas",54079,"ok","automatic","4wd","dc",38.6371,-76.8778
"Easy",2007,"C","excellent","gas",97000,"ok","automatic","4wd","dc",38.76941,-77.445416
"Diff",2014,"C","good","gas",45711,"ok","manual","fwd","dc",38.50835,-77.37164
"Easy",2008,"C","excellent","gas",188321,"ok","automatic","fwd","dc",38.8976,-77.5092
"Easy",2004,"C","excellent","gas",166000,"ok","automatic","4wd","dc",38.759086,-77.455161
"Easy",2008,"C","good","gas",179250,"ok","automatic","4wd","dc",38.91706,-77.46975
"Easy",2015,"C","excellent","gas",34000,"ok","automatic","fwd","dc",38.769309,-77.445674
"Easy",2018,"D","good","hybrid",37386,"ok","automatic","fwd","dc",38.89,-77.03
"Easy",2002,"C","good","gas",167104,"ok","automatic","rwd","dc",38.663556,-77.25123
"Diff",2020,"C","good","gas",2754,"ok","other","rwd","dc",38.89,-77.03
"Easy",2015,"C","good","gas",80028,"ok","automatic","fwd","dc",38.89,-77.03
"Easy",2016,"C","good","gas",26418,"ok","other","fwd","dc",38.89,-77.03
"Diff",2017,"C","excellent","gas",62825,"ok","automatic","4wd","dc",38.91706,-77.46954
"Diff",2019,"B","like new","gas",8100,"ok","automatic","4wd","dc",38.8307,-77.2142
"Diff",2019,"C","good","gas",18916,"ok","other","4wd","dc",38.89,-77.03
"Diff",2013,"C","good","gas",56670,"ok","other","fwd","dc",38.89,-77.03
"Diff",2017,"C","good","other",13410,"ok","other","fwd","dc",38.89,-77.03
"Diff",2014,"C","good","other",46520,"ok","other","4wd","dc",38.89,-77.03
"Easy",2012,"C","excellent","gas",111042,"ok","automatic","4wd","dc",38.884033,-77.097657
"Easy",1988,"C","good","gas",109555,"ok","automatic","rwd","dc",39.3664,-74.4317
"Easy",2010,"C","excellent","gas",67870,"ok","automatic","4wd","dc",38.50942,-77.3709
"Diff",2014,"B","good","gas",67553,"ok","automatic","rwd","de",40.468826,-74.281734
"Easy",2006,"C","excellent","gas",87976,"ok","automatic","4wd","de",39.7168,-75.6184
"Easy",2013,"C","good","gas",205000,"ok","automatic","4wd","de",39.618698,-75.694663
"Easy",2014,"C","good","gas",56524,"ok","automatic","4wd","de",33.779214,-84.411811
"Easy",2013,"C","excellent","hybrid",112450,"ok","automatic","rwd","de",38.548302,-75.237097
"Easy",2008,"B","good","gas",121531,"ok","automatic","4wd","de",40.01884,-74.94716
"Easy",2012,"C","fair","hybrid",92511,"ok","automatic","fwd","de",40.893137,-74.165983
"Easy",2010,"C","excellent","gas",105870,"ok","automatic","fwd","de",39.4498,-75.7167
"Diff",2011,"B","good","diesel",98579,"ok","automatic","4wd","de",40.468826,-74.281734
"Easy",2010,"C","new","gas",151373,"ok","automatic","4wd","de",40.893137,-74.165983
"Easy",2007,"C","good","gas",170000,"ok","automatic","rwd","de",40.0369,-75.0664
"Easy",1992,"C","good","gas",160128,"ok","automatic","4wd","de",39.636331,-76.267644
"Diff",2018,"C","good","diesel",97379,"ok","automatic","4wd","de",39.512938,-76.909548
"Diff",2013,"B","excellent","gas",52340,"ok","automatic","4wd","de",39.512938,-76.909548
"Easy",2007,"D","good","gas",133639,"ok","automatic","4wd","fl",29.208547,-81.027656
"Easy",2004,"C","salvage","gas",107835,"ok","automatic","rwd","fl",29.196674,-81.016966
"Easy",2008,"C","excellent","gas",52365,"ok","automatic","fwd","fl",29.172155,-81.027324
"Diff",2020,"C","good","gas",67624,"ok","automatic","rwd","fl",29.801941,-82.529095
"Easy",1982,"C","good","gas",49000,"ok","automatic","4wd","fl",28.9093,-81.1922
"Easy",2010,"C","like new","gas",26000,"ok","automatic","fwd","fl",28.4566,-80.7978
"Easy",2000,"C","excellent","gas",199900,"ok","automatic","rwd","fl",29.1419,-81.1402
"Easy",2006,"C","like new","gas",154000,"ok","automatic","fwd","fl",29.0422,-81.2863
"Easy",2016,"C","like new","gas",25092,"ok","automatic","fwd","fl",29.172267,-81.027281
"Diff",2019,"C","like new","gas",11000,"ok","automatic","rwd","fl",26.7492,-80.0725
"Easy",2014,"C","good","gas",104619,"ok","automatic","fwd","fl",28.8013,-81.285
"Easy",2001,"C","excellent","gas",34000,"ok","manual","rwd","fl",29.2353,-81.0658
"Easy",2005,"C","good","gas",219000,"ok","automatic","fwd","fl",29.2833,-81.0882
"Easy",1930,"C","excellent","gas",66792,"ok","manual","fwd","fl",29.2833,-81.0882
"Easy",2006,"C","like new","gas",80000,"ok","automatic","fwd","fl",28.9455,-80.8969
"Easy",2004,"C","excellent","gas",150009,"ok","automatic","fwd","fl",29.834721,-81.323272
"Easy",2006,"B","excellent","gas",174977,"ok","automatic","rwd","fl",28.9818,-80.9103
"Easy",2003,"C","excellent","gas",151936,"ok","automatic","rwd","fl",29.231995,-81.035128
"Easy",2014,"C","excellent","gas",115173,"ok","automatic","fwd","fl",29.183377,-81.079367
"Easy",2011,"C","good","gas",1e+05,"ok","automatic","4wd","fl",28.1384,-80.6524
"Easy",2009,"C","excellent","gas",102705,"ok","automatic","4wd","fl",28.646134,-81.353245
"Easy",1991,"C","excellent","gas",31500,"ok","automatic","fwd","fl",28.8989,-81.2473
"Diff",2018,"B","like new","gas",49502,"ok","automatic","fwd","fl",28.9092,-81.223
"Easy",2017,"B","excellent","other",29340,"ok","automatic","4wd","fl",29.4562,-81.3244
"Diff",2016,"C","good","gas",45796,"ok","automatic","4wd","fl",28.763821,-81.282651
"Easy",2012,"C","good","gas",112030,"ok","automatic","4wd","fl",28.712,-81.3552
"Diff",2019,"C","good","gas",93192,"ok","automatic","4wd","fl",29.802834,-82.531153
"Easy",2011,"C","excellent","gas",99814,"ok","automatic","fwd","fl",29.232569,-81.034806
"Easy",2013,"C","good","gas",120620,"ok","automatic","rwd","fl",29.0172,-80.8885
"Easy",1999,"A","excellent","gas",21847,"ok","automatic","rwd","fl",29.2833,-81.0882
"Easy",2003,"C","excellent","gas",151936,"ok","automatic","rwd","fl",29.231995,-81.035128
"Diff",2011,"C","excellent","gas",97773,"ok","other","rwd","fl",28.466088,-81.396429
"Diff",2011,"C","excellent","diesel",169987,"ok","automatic","4wd","fl",28.714015,-81.32564
"Easy",2004,"C","good","gas",155000,"ok","automatic","rwd","fl",29.215538,-81.006489
"Diff",2020,"C","salvage","gas",115876,"ok","automatic","4wd","fl",29.801922,-82.530627
"Diff",2018,"B","excellent","gas",36865,"ok","other","rwd","fl",28.466088,-81.396429
"Diff",2018,"C","excellent","gas",63383,"ok","automatic","rwd","fl",28.466088,-81.396429
"Diff",2017,"C","good","gas",5787,"ok","automatic","rwd","fl",29.04624,-80.934561
"Easy",2006,"C","salvage","gas",144000,"ok","automatic","4wd","fl",28.9818,-80.9103
"Easy",2013,"C","excellent","gas",48225,"ok","automatic","fwd","fl",24.666947,-81.499264
"Diff",2017,"C","good","gas",26451,"ok","other","4wd","fl",25.08,-80.44
"Diff",1994,"C","good","gas",88865,"ok","manual","fwd","fl",42.2008,-79.8332
"Diff",2015,"C","excellent","gas",80681,"ok","automatic","4wd","fl",25.864185,-80.242744
"Diff",2017,"C","excellent","gas",19041,"ok","automatic","4wd","fl",29.04624,-80.934561
"Easy",2015,"D","excellent","gas",109000,"ok","automatic","4wd","fl",26.548896,-81.916981
"Diff",2015,"B","excellent","diesel",150501,"ok","automatic","4wd","fl",26.567401,-81.903827
"Easy",2011,"B","excellent","gas",130000,"ok","automatic","4wd","fl",26.6204,-81.8725
"Easy",2019,"C","good","gas",23270,"ok","other","fwd","fl",26.63,-81.85
"Easy",2000,"C","fair","diesel",244000,"ok","automatic","4wd","fl",26.6693,-81.7605
"Easy",2008,"C","good","gas",148804,"ok","automatic","4wd","fl",26.636987,-81.863744
"Easy",2013,"C","good","gas",47101,"ok","automatic","4wd","fl",26.63,-81.85
"Easy",2012,"C","like new","gas",104988,"ok","automatic","fwd","fl",26.5824,-81.832
"Diff",2019,"B","like new","gas",10730,"ok","automatic","fwd","fl",26.447828,-81.817954
"Easy",2007,"C","fair","gas",84034,"ok","automatic","fwd","fl",26.636736,-81.863973
"Easy",2007,"C","excellent","gas",66226,"ok","automatic","fwd","fl",26.14679,-81.76667
"Easy",2006,"C","excellent","gas",72000,"ok","manual","rwd","fl",26.6204,-81.8725
"Easy",2014,"C","good","gas",52584,"ok","automatic","4wd","fl",26.63,-81.85
"Diff",2006,"B","excellent","diesel",185530,"ok","automatic","4wd","fl",27.392468,-80.329814
"Easy",2019,"C","good","gas",16389,"ok","automatic","fwd","fl",26.166925,-81.7661
"Easy",2004,"C","good","gas",181000,"ok","automatic","4wd","fl",26.723656,-81.714249
"Easy",2001,"C","good","gas",208558,"ok","automatic","fwd","fl",26.6492,-81.6167
"Diff",2015,"C","good","gas",9570,"ok","automatic","rwd","fl",26.63,-81.85
"Diff",2016,"A","excellent","gas",29260,"ok","automatic","4wd","fl",27.299383,-82.513843
"Diff",2017,"C","excellent","other",93972,"ok","automatic","fwd","fl",26.49896,-81.81938
"Easy",2015,"C","like new","gas",46229,"ok","automatic","4wd","fl",26.612798,-81.871727
"Easy",2006,"C","good","gas",259000,"ok","automatic","rwd","fl",26.6786,-82.0254
"Diff",2018,"B","like new","hybrid",12800,"ok","automatic","fwd","fl",26.99484,-82.052765
"Easy",2000,"C","good","gas",178000,"ok","automatic","fwd","fl",26.498211,-81.971839
"Easy",2014,"D","good","gas",59730,"ok","automatic","fwd","fl",26.63,-81.85
"Diff",2019,"C","like new","gas",11000,"ok","automatic","rwd","fl",26.7492,-80.0725
"Easy",2012,"C","good","hybrid",20679,"ok","other","fwd","fl",26.63,-81.85
"Easy",2012,"B","good","gas",74163,"ok","automatic","rwd","fl",26.14,-81.79
"Easy",2009,"C","excellent","gas",56250,"ok","automatic","rwd","fl",26.6065,-81.9502
"Easy",2012,"C","like new","gas",138148,"ok","automatic","rwd","fl",27.479823,-82.571497
"Easy",2014,"C","excellent","gas",95000,"ok","automatic","rwd","fl",25.65588,-80.382088
"Diff",2018,"B","good","gas",26089,"ok","automatic","fwd","fl",26.63,-81.85
"Easy",2012,"D","like new","gas",80123,"ok","automatic","fwd","fl",26.3304,-81.5871
"Easy",2014,"C","excellent","gas",108000,"ok","automatic","fwd","fl",26.1529,-81.7417
"Diff",2005,"C","good","gas",123335,"ok","automatic","4wd","fl",26.7172,-80.9492
"Easy",2006,"C","excellent","gas",144000,"ok","automatic","rwd","fl",26.6065,-81.9502
"Easy",2017,"C","good","gas",28970,"ok","automatic","fwd","fl",26.571661,-81.877633
"Easy",2003,"C","excellent","gas",214000,"ok","automatic","4wd","fl",26.674413,-81.972919
"Easy",2017,"C","excellent","gas",40331,"ok","automatic","fwd","fl",26.571661,-81.877633
"Easy",2015,"C","good","gas",98699,"ok","automatic","4wd","fl",25.84051,-80.28268
"Diff",2016,"B","excellent","diesel",198009,"ok","automatic","4wd","fl",30.1237,-95.2686
"Easy",2014,"C","good","gas",128385,"ok","automatic","rwd","fl",26.49896,-81.81938
"Diff",2016,"C","excellent","gas",73570,"ok","automatic","rwd","fl",26.5228,-81.7065
"Diff",2016,"B","excellent","gas",13419,"ok","automatic","rwd","fl",26.14679,-81.76667
"Easy",2014,"C","excellent","gas",23715,"ok","automatic","fwd","fl",26.571661,-81.877633
"Diff",1958,"B","good","gas",8667,"ok","manual","rwd","fl",27.26977,-82.48229
"Diff",2015,"B","excellent","gas",48250,"ok","automatic","rwd","fl",26.1529,-81.7417
"Diff",2012,"B","good","gas",23921,"ok","automatic","rwd","fl",26.531998,-81.859807
"Diff",2017,"C","excellent","gas",35649,"ok","automatic","rwd","fl",27.299383,-82.513843
"Diff",2014,"C","good","gas",13136,"ok","other","rwd","fl",26.63,-81.85
"Diff",2017,"C","good","gas",37725,"ok","automatic","rwd","fl",26.571661,-81.877633
"Easy",2010,"C","fair","gas",190000,"ok","automatic","fwd","fl",25.9449,-80.1391
"Easy",2012,"C","excellent","gas",68476,"ok","automatic","fwd","fl",26.612817,-81.871748
"Easy",2014,"C","good","other",59484,"ok","automatic","fwd","fl",26.63,-81.85
"Easy",2002,"C","good","gas",180000,"ok","automatic","rwd","fl",26.9152,-82.0532
"Easy",1990,"B","excellent","gas",1,"ok","automatic","rwd","fl",26.1938,-81.7636
"Easy",2013,"B","good","gas",51015,"ok","automatic","4wd","fl",26.14,-81.79
"Diff",2017,"C","like new","gas",46110,"ok","automatic","rwd","fl",27.234099,-80.829894
"Diff",2020,"C","excellent","gas",15050,"ok","automatic","4wd","fl",26.14679,-81.76667
"Diff",1968,"C","excellent","gas",34323,"ok","manual","fwd","fl",26.5025,-81.9276
"Easy",2010,"C","excellent","gas",91000,"ok","automatic","4wd","fl",26.6939,-81.9452
"Diff",2014,"B","good","gas",55641,"ok","automatic","4wd","fl",26.14,-81.79
"Easy",2014,"D","good","gas",82200,"ok","automatic","fwd","fl",26.7357,-81.8435
"Diff",2019,"C","good","gas",553,"ok","manual","rwd","fl",26.531998,-81.859807
"Easy",2017,"C","like new","gas",74955,"ok","automatic","fwd","fl",26.571661,-81.877633
"Diff",2016,"A","good","gas",9631,"ok","automatic","rwd","fl",26.14,-81.79
"Easy",1953,"C","like new","gas",5100,"ok","manual","rwd","fl",26.912855,-82.029055
"Diff",1965,"B","excellent","gas",3441,"ok","manual","rwd","fl",26.1579,-81.766548
"Easy",2012,"C","good","gas",34138,"ok","automatic","fwd","fl",26.63,-81.85
"Diff",2019,"C","good","gas",144000,"ok","automatic","fwd","fl",29.801643,-82.529952
"Diff",2013,"C","good","gas",50956,"ok","other","rwd","fl",29.67,-82.33
"Easy",2012,"C","good","gas",148486,"ok","automatic","4wd","fl",30.348,-81.5882
"Easy",2015,"C","excellent","gas",18128,"ok","automatic","fwd","fl",29.68652,-82.32183
"Easy",2011,"C","excellent","gas",62484,"ok","automatic","fwd","fl",29.68652,-82.32183
"Easy",2009,"C","excellent","gas",119240,"ok","automatic","fwd","fl",29.68652,-82.32183
"Easy",2007,"C","good","gas",209500,"ok","automatic","fwd","fl",29.6456,-82.4033
"Easy",2013,"C","excellent","gas",129748,"ok","automatic","fwd","fl",27.9382,-82.3756
"Easy",2011,"C","excellent","gas",96667,"ok","automatic","4wd","fl",29.68652,-82.32183
"Easy",2011,"C","fair","gas",137000,"ok","automatic","4wd","fl",29.690215,-82.374839
"Easy",2010,"C","excellent","gas",101490,"ok","automatic","fwd","fl",29.68652,-82.32183
"Easy",2013,"C","excellent","gas",83500,"ok","automatic","4wd","fl",29.6515,-82.3493
"Easy",2012,"C","new","gas",147614,"ok","automatic","4wd","fl",29.188875,-82.140901
"Easy",1959,"C","salvage","gas",308000,"ok","automatic","4wd","fl",27.4924,-81.4357
"Easy",2004,"C","like new","gas",135500,"ok","automatic","4wd","fl",27.319741,-80.466185
"Easy",2012,"C","good","gas",106044,"ok","automatic","rwd","fl",30.217667,-81.752685
"Diff",2016,"B","good","diesel",35182,"ok","automatic","4wd","fl",40.468826,-74.281734
"Easy",2010,"B","excellent","gas",141810,"ok","automatic","4wd","fl",29.673224,-82.322615
"Easy",1999,"D","good","gas",115949,"ok","automatic","fwd","fl",30.359025,-81.732045
"Easy",2016,"C","good","gas",32697,"ok","other","fwd","fl",30.33,-81.65
"Easy",2010,"C","excellent","gas",114100,"ok","automatic","fwd","fl",30.2787,-81.5831
"Easy",2003,"C","good","gas",162318,"ok","automatic","fwd","fl",30.280424,-81.64341
"Diff",2019,"C","excellent","gas",16182,"ok","automatic","4wd","fl",28.758455,-81.286395
"Easy",2010,"C","excellent","gas",179162,"ok","automatic","fwd","fl",30.286672,-81.546379
"Easy",2010,"C","excellent","gas",134,"ok","automatic","fwd","fl",30.2231,-81.7556
"Easy",2016,"C","like new","gas",50389,"ok","automatic","fwd","fl",30.2231,-81.7556
"Easy",2004,"B","excellent","gas",159825,"ok","automatic","fwd","fl",30.306545,-81.846533
"Easy",2017,"C","like new","gas",69521,"ok","automatic","4wd","fl",30.025223,-82.350266
"Easy",2009,"C","good","gas",131472,"ok","automatic","4wd","fl",30.025223,-82.350266
"Easy",2013,"C","excellent","gas",170998,"ok","automatic","fwd","fl",29.834721,-81.323272
"Diff",2018,"C","excellent","gas",68782,"ok","automatic","4wd","fl",30.2933,-81.5092
"Easy",2014,"D","like new","gas",106000,"ok","automatic","fwd","fl",30.15074,-81.754019
"Diff",2016,"B","excellent","gas",44869,"ok","other","rwd","fl",28.466088,-81.396429
"Easy",2009,"C","good","gas",220392,"ok","automatic","4wd","fl",29.99989,-81.68381
"Diff",2018,"B","excellent","diesel",57747,"ok","automatic","4wd","fl",30.286226,-81.547517
"Easy",2005,"C","excellent","gas",71244,"ok","automatic","fwd","fl",30.286672,-81.546379
"Easy",2017,"C","excellent","gas",20003,"ok","automatic","fwd","fl",30.217667,-81.752685
"Easy",2001,"C","excellent","gas",101000,"ok","automatic","rwd","fl",30.333146,-81.400452
"Easy",2012,"C","good","diesel",143059,"ok","automatic","4wd","fl",33.5242,-84.359
"Easy",2010,"C","excellent","gas",35299,"ok","automatic","rwd","fl",27.2866,-82.477
"Diff",2014,"C","like new","gas",85801,"ok","automatic","4wd","fl",30.286659,-81.547624
"Diff",2019,"C","like new","gas",11000,"ok","automatic","rwd","fl",26.7492,-80.0725
"Easy",2013,"C","excellent","gas",59511,"ok","automatic","fwd","fl",30.224282,-81.737588
"Easy",1999,"C","good","gas",55000,"ok","other","rwd","fl",NA,NA
"Easy",2012,"C","like new","other",178507,"ok","automatic","4wd","fl",28.8013,-81.285
"Diff",2015,"C","excellent","gas",141045,"ok","automatic","4wd","fl",30.207288,-81.738969
"Diff",2014,"B","like new","gas",74100,"ok","automatic","4wd","fl",30.207288,-81.738969
"Diff",2016,"C","excellent","gas",98470,"ok","automatic","4wd","fl",30.207288,-81.738969
"Easy",1996,"C","excellent","gas",280000,"ok","automatic","4wd","fl",30.313,-81.5837
"Diff",2015,"B","like new","gas",27084,"ok","other","4wd","fl",30.351,-81.5061
"Easy",2011,"C","excellent","gas",92350,"ok","automatic","rwd","fl",30.290058,-81.586484
"Diff",2019,"C","excellent","gas",13102,"ok","automatic","4wd","fl",28.758455,-81.286395
"Easy",2007,"C","good","gas",111084,"ok","automatic","4wd","fl",30.33912,-81.4129
"Easy",1997,"C","good","gas",186300,"ok","automatic","rwd","fl",30.435938,-81.642473
"Easy",2012,"C","good","gas",37101,"ok","automatic","fwd","fl",30.33,-81.65
"Diff",2012,"C","excellent","diesel",191970,"ok","automatic","4wd","fl",28.8013,-81.285
"Easy",2013,"B","excellent","gas",87556,"ok","automatic","fwd","fl",30.224282,-81.737588
"Easy",2003,"C","good","gas",160000,"ok","automatic","rwd","fl",30.436064,-81.641636
"Diff",2017,"C","excellent","other",103655,"ok","automatic","4wd","fl",29.23086,-82.14915
"Diff",2014,"C","excellent","gas",91184,"ok","automatic","4wd","fl",30.207288,-81.738969
"Diff",2005,"B","excellent","gas",155810,"ok","automatic","fwd","fl",44.5394,-95.1169
"Easy",1953,"C","excellent","gas",76500,"ok","manual","4wd","fl",25.5968,-80.4046
"Easy",2017,"C","good","gas",37735,"ok","automatic","fwd","fl",28.01567,-82.45978
"Diff",2017,"C","good","gas",32638,"ok","automatic","4wd","fl",28.04,-81.96
"Easy",2018,"C","like new","gas",6026,"ok","automatic","fwd","fl",28.148444,-82.007446
"Easy",2005,"C","like new","gas",58834,"ok","automatic","4wd","fl",28.0381,-81.9392
"Easy",2003,"B","fair","gas",146533,"ok","automatic","fwd","fl",28.01567,-82.45978
"Easy",2016,"C","good","gas",45046,"ok","other","fwd","fl",28.04,-81.96
"Easy",2004,"B","like new","gas",133000,"ok","automatic","4wd","fl",28.3078,-81.3681
"Diff",2010,"C","excellent","gas",115884,"ok","automatic","4wd","fl",28.027021,-82.459853
"Diff",2014,"C","excellent","gas",158299,"ok","automatic","fwd","fl",28.01567,-82.45978
"Diff",2019,"C","salvage","gas",86041,"ok","automatic","4wd","fl",28.00853,-82.45974
"Easy",2003,"C","good","gas",66000,"ok","automatic","fwd","fl",28.0381,-81.9392
"Diff",2016,"C","excellent","gas",73148,"ok","automatic","fwd","fl",28.01567,-82.45978
"Diff",2018,"C","excellent","other",118649,"ok","automatic","4wd","fl",28.01567,-82.45978
"Diff",2018,"C","like new","gas",4417,"ok","manual","fwd","fl",27.9611,-81.9398
"Easy",2004,"C","fair","gas",135000,"ok","automatic","4wd","fl",27.995652,-81.797976
"Easy",2009,"C","excellent","gas",173000,"ok","automatic","4wd","fl",28.0026,-81.6186
"Easy",2015,"C","excellent","gas",48943,"ok","manual","rwd","fl",27.981031,-82.040234
"Diff",2013,"C","excellent","diesel",88467,"ok","automatic","4wd","fl",28.1762,-81.9591
"Easy",2019,"D","good","gas",16182,"ok","automatic","4wd","fl",28.01567,-82.45978
"Easy",2005,"D","good","gas",151000,"ok","automatic","4wd","fl",28.044161,-81.942468
