"price","year","manufacturer","condition","fuel","odometer","title_status","transmission","drive","state","lat","long"
"Diff",2010,"A","fair","diesel",60109,"ok","automatic","4wd","ma",42.86176,-71.090979
"Easy",2013,"C","good","gas",121610,"ok","automatic","rwd","ma",42.81393,-71.032173
"Easy",2007,"C","excellent","gas",95600,"ok","automatic","4wd","ma",42.5942,-71.013
"Easy",2009,"C","good","gas",116884,"ok","automatic","4wd","ma",42.142257,-71.542415
"Easy",2016,"C","good","diesel",44850,"ok","other","4wd","ma",42.41,-70.99
"Easy",2010,"C","good","gas",175000,"ok","automatic","4wd","ma",42.902464,-71.350579
"Easy",2001,"C","good","gas",50615,"ok","automatic","4wd","ma",42.423811,-71.125746
"Diff",2017,"C","good","gas",20687,"ok","automatic","rwd","ma",42.68101,-71.42583
"Diff",2020,"C","good","gas",25635,"ok","automatic","4wd","ma",42.756205,-71.210258
"Easy",2005,"C","fair","gas",212000,"ok","automatic","4wd","ma",42.8507,-70.8588
"Easy",2008,"B","excellent","gas",73000,"ok","automatic","4wd","ma",42.715111,-71.116219
"Easy",2003,"C","excellent","gas",150000,"ok","automatic","fwd","ma",42.7115,-71.167
"Diff",2020,"C","good","gas",4481,"ok","automatic","4wd","ma",42.130177,-71.524671
"Diff",2017,"C","good","gas",41826,"ok","automatic","rwd","ma",42.068097,-71.32831
"Diff",2017,"C","excellent","gas",22206,"ok","automatic","fwd","ma",42.756205,-71.210258
"Easy",2015,"C","good","gas",64000,"ok","automatic","4wd","ma",41.6181,-70.4854
"Easy",2000,"C","good","gas",219532,"ok","automatic","4wd","ma",42.2665,-72.0821
"Easy",2013,"C","excellent","gas",143499,"ok","automatic","fwd","ma",41.664692,-70.290306
"Diff",2016,"B","excellent","diesel",29995,"ok","automatic","4wd","ma",41.770437,-70.539789
"Easy",1993,"C","fair","diesel",116948,"ok","manual","rwd","ma",41.6889,-69.9722
"Easy",2011,"C","good","gas",191000,"ok","automatic","4wd","ma",41.665699,-70.272074
"Easy",2008,"C","excellent","gas",229080,"ok","automatic","4wd","ma",41.666672,-70.300985
"Easy",2014,"B","good","gas",179163,"ok","automatic","fwd","ma",41.980993,-70.693738
"Easy",2017,"C","excellent","gas",90697,"ok","automatic","4wd","ma",41.664281,-70.273223
"Easy",2007,"C","like new","gas",104000,"ok","automatic","4wd","ma",41.6913,-70.9355
"Easy",2012,"D","good","diesel",146000,"ok","automatic","rwd","ma",41.633303,-71.081802
"Diff",2018,"C","good","gas",17117,"ok","other","fwd","ma",42.35,-71.06
"Easy",2015,"C","excellent","gas",100908,"ok","automatic","rwd","ma",41.6347,-70.9372
"Easy",2010,"C","excellent","gas",141849,"ok","automatic","4wd","ma",41.661185,-71.084878
"Easy",2013,"D","excellent","gas",120000,"ok","automatic","fwd","ma",41.6127,-70.9167
"Easy",2014,"C","excellent","gas",99399,"ok","automatic","fwd","ma",41.666672,-70.300985
"Easy",2016,"C","excellent","gas",87912,"ok","automatic","4wd","ma",41.666672,-70.300985
"Diff",2014,"C","good","gas",20762,"ok","other","rwd","ma",42.35,-71.06
"Easy",2014,"C","excellent","gas",56000,"ok","automatic","fwd","ma",41.7079,-70.949
"Easy",2002,"C","good","gas",86000,"ok","automatic","4wd","ma",41.6338,-70.9958
"Easy",2016,"C","good","gas",104415,"ok","manual","fwd","ma",41.690504,-70.941456
"Easy",2006,"C","good","gas",168000,"ok","automatic","4wd","ma",41.8547,-71.4735
"Easy",2012,"C","excellent","gas",108000,"ok","automatic","4wd","ma",41.9099,-72.6029
"Easy",2013,"C","excellent","gas",87453,"ok","automatic","4wd","ma",42.4759,-73.3773
"Diff",2008,"C","excellent","diesel",27000,"ok","automatic","4wd","ma",42.2557,-72.52
"Diff",2018,"B","good","gas",16000,"ok","automatic","4wd","ma",42.1487,-72.6079
"Easy",2012,"C","excellent","gas",216640,"ok","automatic","4wd","ma",42.225504,-71.762086
"Easy",2015,"C","excellent","gas",106300,"ok","automatic","4wd","ma",42.0947,-72.6364
"Easy",2002,"D","good","gas",140800,"ok","automatic","4wd","ma",42.125,-72.75
"Easy",2015,"D","good","other",53013,"ok","automatic","4wd","ma",42.834977,-71.107791
"Easy",2015,"C","good","gas",110000,"ok","automatic","4wd","ma",42.571524,-72.158539
"Easy",2010,"C","excellent","gas",123759,"ok","automatic","4wd","ma",43.036758,-71.414421
"Easy",2009,"C","good","gas",212472,"ok","automatic","fwd","ma",41.915593,-72.61482
"Easy",2006,"C","good","gas",239559,"ok","automatic","4wd","ma",41.915593,-72.61482
"Easy",2006,"C","good","gas",143063,"ok","automatic","4wd","ma",42.095308,-72.61061
"Diff",2017,"B","good","gas",47508,"ok","automatic","4wd","ma",42.11,-72.53
"Easy",2004,"C","like new","gas",150182,"ok","automatic","4wd","ma",42.2618,-72.2583
"Easy",2010,"C","excellent","gas",1e+05,"ok","automatic","rwd","ma",41.9099,-72.6029
"Easy",2011,"C","like new","gas",82904,"ok","automatic","fwd","ma",42.295088,-72.743108
"Easy",2008,"C","excellent","gas",167269,"ok","automatic","4wd","ma",42.225504,-71.762086
"Diff",2013,"A","good","gas",35294,"ok","automatic","rwd","ma",42.11,-72.53
"Easy",2012,"C","excellent","gas",160723,"ok","automatic","fwd","ma",42.1145,-72.5543
"Easy",2012,"C","good","other",0,"ok","automatic","rwd","ma",NA,NA
"Easy",1987,"C","excellent","diesel",43229,"ok","manual","4wd","ma",42.3198,-72.1306
"Easy",2013,"B","excellent","gas",96015,"ok","automatic","4wd","ma",41.9099,-72.6029
"Diff",2014,"C","good","gas",55821,"ok","automatic","4wd","ma",41.958739,-71.492906
"Easy",2007,"C","excellent","gas",135000,"ok","manual","fwd","ma",42.082928,-72.55481
"Easy",2002,"C","like new","gas",79,"ok","automatic","fwd","ma",42.886823,-71.148631
"Easy",2010,"C","like new","gas",128,"ok","automatic","4wd","ma",42.886823,-71.148631
"Easy",2012,"C","excellent","gas",66400,"ok","automatic","4wd","ma",42.3223,-72.6313
"Easy",2008,"C","new","gas",212246,"ok","automatic","4wd","ma",41.915593,-72.61482
"Diff",2017,"C","like new","gas",16750,"ok","automatic","4wd","ma",42.3223,-72.6313
"Easy",2013,"C","good","gas",32000,"ok","automatic","fwd","ma",42.119,-72.755397
"Easy",2006,"C","excellent","gas",177431,"ok","automatic","4wd","ma",42.225504,-71.762086
"Easy",2014,"C","good","hybrid",166582,"ok","automatic","fwd","ma",42.1487,-72.6079
"Easy",2018,"C","like new","gas",63142,"ok","automatic","4wd","ma",44.064056,-71.894372
"Easy",2008,"C","good","gas",50000,"ok","automatic","rwd","ma",41.989,-72.5652
"Easy",2007,"C","like new","gas",189,"ok","automatic","4wd","ma",42.886823,-71.148631
"Easy",2010,"C","excellent","gas",37570,"ok","automatic","rwd","ma",42.104538,-72.572367
"Easy",2019,"C","excellent","gas",30401,"ok","automatic","fwd","ma",42.605387,-72.589105
"Easy",2010,"C","good","gas",124980,"ok","automatic","fwd","ma",42.2541,-71.7746
"Easy",2004,"C","good","gas",98000,"ok","automatic","4wd","ma",41.9296,-71.3009
"Easy",2011,"C","good","gas",142953,"ok","automatic","4wd","ma",42.15444,-71.91472
"Easy",2001,"C","fair","gas",282751,"ok","automatic","rwd","ma",42.7115,-71.167
"Easy",2012,"B","good","gas",142116,"ok","automatic","4wd","ma",42.4979,-71.744
"Easy",2013,"C","excellent","gas",110000,"ok","automatic","fwd","ma",42.2441,-71.9906
"Easy",2018,"C","good","gas",53286,"ok","automatic","4wd","ma",42.20939,-71.808262
"Easy",2006,"C","excellent","gas",212402,"ok","automatic","4wd","ma",42.1129,-71.8687
"Easy",2013,"C","good","gas",109423,"ok","automatic","4wd","ma",42.20939,-71.808262
"Easy",2010,"C","good","gas",117233,"ok","automatic","4wd","ma",42.20939,-71.808262
"Easy",2007,"C","good","gas",56883,"ok","automatic","4wd","ma",42.6789,-72.0475
"Easy",2009,"C","excellent","gas",1e+05,"ok","automatic","4wd","ma",42.3182,-71.6464
"Diff",2020,"C","good","gas",2911,"ok","manual","fwd","ma",42.26,-71.8
"Easy",2010,"C","excellent","gas",196390,"ok","automatic","4wd","ma",42.225504,-71.762086
"Easy",2010,"C","excellent","gas",75000,"ok","automatic","fwd","ma",42.2541,-71.7746
"Diff",2011,"B","good","gas",33224,"ok","automatic","rwd","ma",42.26,-71.8
"Easy",2004,"C","excellent","gas",86000,"ok","automatic","fwd","ma",41.9296,-71.3009
"Easy",2002,"C","excellent","gas",210000,"ok","automatic","4wd","ma",42.484748,-71.71875
"Easy",2010,"C","salvage","gas",151120,"ok","automatic","fwd","ma",42.20939,-71.808262
"Diff",2012,"C","good","gas",154335,"ok","automatic","4wd","ma",42.228986,-71.721508
"Easy",2009,"C","like new","gas",122000,"ok","automatic","4wd","ma",42.189372,-71.852653
"Easy",2008,"C","salvage","gas",169769,"ok","automatic","4wd","ma",42.2541,-71.7746
"Easy",2012,"C","excellent","gas",143028,"ok","automatic","4wd","ma",42.8874,-71.302
"Easy",2012,"B","like new","gas",144,"ok","automatic","4wd","ma",42.886823,-71.148631
"Easy",2008,"C","like new","gas",130,"ok","automatic","4wd","ma",42.886823,-71.148631
"Easy",2009,"D","good","gas",175285,"ok","automatic","4wd","ma",42.15444,-71.91472
"Easy",2012,"D","good","gas",97509,"ok","automatic","rwd","ma",42.15444,-71.91472
"Easy",1999,"C","good","gas",184000,"ok","automatic","fwd","ma",42.2541,-71.7746
"Easy",1986,"C","excellent","gas",54000,"ok","automatic","rwd","ma",42.1511,-71.5274
"Diff",2013,"C","excellent","gas",112016,"ok","automatic","4wd","ma",42.21054,-71.42699
"Easy",2011,"B","good","gas",141000,"ok","automatic","4wd","ma",42.6496,-71.9267
"Easy",2015,"C","excellent","gas",82100,"ok","automatic","4wd","ma",42.494213,-71.744534
"Easy",2009,"C","excellent","gas",125899,"ok","automatic","fwd","ma",42.20939,-71.808262
"Easy",2010,"C","good","gas",175000,"ok","automatic","4wd","ma",42.1266,-71.7552
"Easy",2008,"D","excellent","gas",172195,"ok","automatic","4wd","ma",42.1145,-72.5543
"Easy",2016,"C","excellent","gas",30149,"ok","automatic","rwd","mi",42.300673,-84.024108
"Easy",2011,"C","good","gas",113244,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2008,"C","good","gas",117000,"ok","automatic","4wd","mi",42.709468,-84.547693
"Easy",2000,"C","fair","gas",187000,"ok","automatic","4wd","mi",42.4567,-83.659
"Easy",2010,"C","excellent","gas",162494,"ok","automatic","4wd","mi",42.709468,-84.547693
"Easy",2011,"C","good","gas",211000,"ok","automatic","4wd","mi",42.709468,-84.547693
"Easy",2012,"B","good","gas",11500,"ok","automatic","fwd","mi",42.27,-83.73
"Easy",2009,"C","excellent","gas",148091,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2014,"C","excellent","gas",90391,"ok","automatic","rwd","mi",42.300673,-84.024108
"Diff",2019,"C","good","gas",1805,"ok","other","rwd","mi",42.27,-83.73
"Easy",2003,"C","good","gas",114637,"ok","automatic","rwd","mi",42.312156,-84.047395
"Easy",2008,"D","good","gas",201735,"ok","automatic","rwd","mi",43.1824,-84.1122
"Easy",2015,"C","excellent","gas",44697,"ok","automatic","4wd","mi",42.300673,-84.024108
"Diff",2017,"B","good","gas",28539,"ok","other","4wd","mi",42.27,-83.73
"Diff",2017,"B","like new","gas",5998,"ok","automatic","4wd","mi",42.432339,-83.625063
"Easy",2018,"C","good","gas",41440,"ok","automatic","fwd","mi",42.285928,-83.797599
"Easy",2014,"C","excellent","gas",52000,"ok","automatic","4wd","mi",42.2325,-83.6336
"Easy",2001,"C","good","gas",116056,"ok","automatic","fwd","mi",42.2325,-83.6336
"Easy",2015,"C","good","gas",202681,"ok","automatic","rwd","mi",43.1824,-84.1122
"Easy",2004,"C","excellent","diesel",824337,"ok","manual","4wd","mi",NA,NA
"Diff",2012,"A","good","gas",15509,"ok","automatic","rwd","mi",42.675003,-82.995479
"Easy",2010,"C","like new","gas",137486,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2006,"C","excellent","gas",162293,"ok","automatic","fwd","mi",42.29736,-85.23543
"Diff",2011,"C","good","gas",39266,"ok","other","rwd","mi",42.29,-85.22
"Easy",2011,"C","excellent","gas",211000,"ok","automatic","4wd","mi",42.709468,-84.547693
"Easy",2005,"C","excellent","gas",125942,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2008,"D","good","gas",78000,"ok","automatic","fwd","mi",42.335326,-85.1546
"Easy",2012,"C","excellent","gas",168316,"ok","automatic","rwd","mi",43.1824,-84.1122
"Easy",2009,"C","good","gas",148091,"ok","automatic","fwd","mi",43.1824,-84.1122
"Diff",2016,"C","good","gas",7184,"ok","other","rwd","mi",42.29,-85.22
"Easy",2010,"C","good","gas",161480,"ok","automatic","fwd","mi",43.1824,-84.1122
"Diff",2014,"C","good","gas",42347,"ok","other","rwd","mi",42.29,-85.22
"Easy",2016,"C","good","gas",111498,"ok","automatic","fwd","mi",42.636437,-85.285857
"Easy",2011,"C","good","gas",153260,"ok","automatic","fwd","mi",43.611273,-84.753088
"Diff",2018,"C","good","gas",30187,"ok","automatic","4wd","mi",43.23423,-86.181958
"Easy",2011,"C","good","gas",138000,"ok","automatic","fwd","mi",42.709468,-84.547693
"Diff",2018,"B","good","gas",7694,"ok","automatic","4wd","mi",25.827103,-80.24152
"Easy",1996,"C","like new","gas",77345,"ok","automatic","rwd","mi",44.0285,-84.7729
"Easy",2012,"C","good","gas",145000,"ok","manual","4wd","mi",43.749627,-85.375758
"Easy",2007,"C","excellent","gas",91897,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2007,"C","good","gas",159634,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2010,"C","like new","gas",105473,"ok","automatic","rwd","mi",43.1824,-84.1122
"Diff",2020,"C","like new","gas",9200,"ok","automatic","4wd","mi",43.6897,-85.4797
"Easy",2012,"C","good","gas",298063,"ok","automatic","rwd","mi",43.4278,-84.5952
"Easy",2010,"B","good","gas",115426,"ok","automatic","fwd","mi",43.095332,-83.733785
"Diff",2020,"C","excellent","gas",18328,"ok","automatic","4wd","mi",25.827103,-80.24152
"Easy",2011,"B","excellent","gas",191000,"ok","automatic","fwd","mi",42.6413,-83.0504
"Easy",2015,"C","good","diesel",775000,"ok","manual","rwd","mi",42.6124,-83.0345
"Easy",2013,"D","good","gas",67000,"ok","automatic","fwd","mi",42.5016,-83.1027
"Diff",2019,"C","good","gas",8455,"ok","automatic","rwd","mi",42.58,-82.81
"Easy",2006,"C","good","gas",212004,"ok","automatic","fwd","mi",42.504506,-83.028243
"Easy",2007,"B","good","gas",130705,"ok","automatic","4wd","mi",42.325696,-83.36433
"Easy",2009,"C","good","gas",114000,"ok","automatic","fwd","mi",42.514736,-83.364429
"Diff",2020,"B","good","gas",12622,"ok","automatic","4wd","mi",42.22,-83.36
"Easy",2013,"C","like new","gas",85000,"ok","automatic","fwd","mi",42.28278,-83.36538
"Easy",2014,"C","like new","gas",116497,"ok","automatic","4wd","mi",42.445581,-83.159466
"Easy",2017,"C","good","gas",149282,"ok","automatic","4wd","mi",42.44994,-82.945084
"Easy",2008,"C","good","gas",90327,"ok","automatic","4wd","mi",42.628863,-82.861845
"Easy",2008,"C","good","gas",174000,"ok","automatic","fwd","mi",42.851055,-83.45119
"Diff",2018,"C","good","gas",20379,"ok","automatic","4wd","mi",42.22,-83.36
"Easy",2002,"B","good","gas",163000,"ok","automatic","4wd","mi",42.851055,-83.45119
"Easy",2004,"B","good","gas",149000,"ok","automatic","rwd","mi",42.44861,-83.0302
"Easy",2008,"C","excellent","gas",89000,"ok","automatic","4wd","mi",42.44861,-83.0302
"Easy",2010,"C","good","gas",80000,"ok","automatic","rwd","mi",42.709468,-84.547693
"Easy",2015,"C","excellent","gas",75362,"ok","automatic","4wd","mi",42.709468,-84.547693
"Easy",2006,"C","good","gas",148000,"ok","automatic","4wd","mi",42.597829,-83.504076
"Easy",2015,"C","excellent","gas",113000,"ok","automatic","fwd","mi",42.418687,-83.062495
"Easy",2017,"C","like new","gas",30630,"ok","automatic","fwd","mi",42.4723,-83.294
"Easy",2016,"C","excellent","gas",53000,"ok","manual","fwd","mi",42.5683,-83.3805
"Easy",2012,"D","good","gas",86889,"ok","automatic","4wd","mi",42.2545,-84.3875
"Diff",1954,"D","excellent","gas",156929,"ok","automatic","rwd","mi",42.5065,-83.3484
"Easy",2010,"C","good","gas",149000,"ok","automatic","4wd","mi",42.5125,-83.0643
"Diff",2008,"C","good","diesel",173000,"ok","automatic","4wd","mi",42.851055,-83.45119
"Easy",2011,"C","good","gas",158458,"ok","automatic","4wd","mi",42.6124,-83.0345
"Easy",2014,"C","good","gas",194000,"ok","automatic","4wd","mi",42.5424,-83.3793
"Easy",2018,"C","excellent","gas",51790,"ok","automatic","fwd","mi",42.4258,-83.3636
"Easy",2005,"C","fair","gas",184235,"ok","automatic","4wd","mi",42.470172,-83.026988
"Easy",2014,"C","excellent","gas",71449,"ok","automatic","rwd","mi",42.35932,-83.44073
"Easy",2005,"C","like new","gas",82788,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2015,"C","excellent","gas",71309,"ok","automatic","fwd","mi",42.55021,-83.7895
"Easy",2016,"B","excellent","gas",103749,"ok","automatic","4wd","mi",42.300673,-84.024108
"Easy",2009,"C","good","gas",92000,"ok","manual","rwd","mi",42.519,-83.157
"Easy",2016,"C","excellent","gas",92137,"ok","automatic","fwd","mi",42.4468,-83.085287
"Easy",2016,"C","excellent","gas",76941,"ok","automatic","4wd","mi",42.568136,-83.813674
"Easy",2014,"C","excellent","gas",41904,"ok","automatic","fwd","mi",42.57675,-82.88812
"Easy",2012,"C","excellent","gas",1e+05,"ok","automatic","fwd","mi",42.5648,-83.0701
"Easy",2012,"C","excellent","gas",108503,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2007,"D","good","gas",145000,"ok","automatic","fwd","mi",42.6439,-83.2792
"Easy",2011,"C","excellent","gas",54331,"ok","automatic","4wd","mi",42.568136,-83.813674
"Easy",2012,"C","excellent","gas",74000,"ok","automatic","4wd","mi",42.801135,-83.70493
"Easy",2012,"C","excellent","gas",146143,"ok","automatic","fwd","mi",43.047207,-83.28696
"Easy",2011,"C","excellent","gas",167100,"ok","automatic","rwd","mi",43.1824,-84.1122
"Easy",2010,"C","good","gas",145054,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2011,"C","salvage","gas",121523,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2012,"C","good","gas",177233,"ok","automatic","fwd","mi",43.0128,-83.6914
"Easy",2011,"B","good","gas",147408,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2020,"C","like new","gas",30000,"ok","automatic","fwd","mi",42.5016,-83.1027
"Easy",2013,"C","good","gas",117000,"ok","automatic","fwd","mi",42.7905,-83.6127
"Easy",2013,"C","excellent","gas",211000,"ok","automatic","fwd","mi",42.709468,-84.547693
"Diff",2011,"C","good","gas",83660,"ok","other","4wd","mi",43.02,-83.69
"Easy",2010,"C","good","gas",128639,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",1955,"C","good","gas",32308,"ok","manual","4wd","mi",42.709031,-83.726549
"Easy",2013,"D","like new","gas",137635,"ok","automatic","fwd","mi",43.1824,-84.1122
"Diff",2019,"C","like new","gas",22376,"ok","automatic","4wd","mi",43.0348,-83.5268
"Easy",1994,"C","good","gas",119000,"ok","automatic","rwd","mi",42.8409,-83.4288
"Easy",2018,"C","excellent","gas",35017,"ok","automatic","4wd","mi",42.632172,-83.758648
"Easy",2009,"C","excellent","gas",92010,"ok","automatic","fwd","mi",43.047207,-83.28696
"Easy",2004,"C","excellent","gas",204000,"ok","automatic","fwd","mi",42.7905,-83.6127
"Easy",2012,"C","excellent","gas",92089,"ok","manual","fwd","mi",42.94542,-83.67717
"Easy",2011,"D","good","gas",149004,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2009,"D","fair","gas",156600,"ok","automatic","fwd","mi",42.9934,-84.1595
"Diff",2020,"B","good","gas",9601,"ok","automatic","4wd","mi",43.02,-83.69
"Easy",2008,"C","excellent","gas",125979,"ok","automatic","4wd","mi",43.047207,-83.28696
"Easy",2014,"C","good","gas",139363,"ok","manual","fwd","mi",43.1824,-84.1122
"Easy",2012,"C","excellent","gas",168802,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2013,"D","excellent","gas",91452,"ok","automatic","fwd","mi",43.064023,-83.841806
"Diff",2015,"C","good","gas",46721,"ok","automatic","4wd","mi",43.02,-83.69
"Easy",2008,"C","like new","gas",141128,"ok","automatic","fwd","mi",43.064023,-83.841806
"Easy",2007,"C","excellent","gas",190651,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2012,"C","excellent","gas",144390,"ok","automatic","fwd","mi",42.7851,-83.7294
"Easy",2017,"C","excellent","gas",89009,"ok","automatic","4wd","mi",42.568136,-83.813674
"Easy",2012,"C","excellent","gas",69750,"ok","automatic","4wd","mi",42.6148,-83.4469
"Easy",2012,"C","excellent","gas",111406,"ok","manual","4wd","mi",42.9104,-85.8276
"Easy",2007,"B","good","gas",124000,"ok","automatic","fwd","mi",42.9131,-85.7089
"Diff",2011,"C","like new","gas",74318,"ok","automatic","4wd","mi",42.81326,-85.5116
"Diff",2018,"C","like new","gas",19818,"ok","automatic","4wd","mi",42.81326,-85.5116
"Easy",2014,"C","excellent","gas",102029,"ok","automatic","fwd","mi",42.8046,-86.059874
"Diff",2015,"C","salvage","gas",114163,"ok","automatic","4wd","mi",42.447945,-85.660104
"Easy",2012,"C","good","gas",93540,"ok","automatic","rwd","mi",42.820432,-85.663462
"Easy",2012,"C","good","gas",162718,"ok","automatic","rwd","mi",42.820432,-85.663462
"Diff",2016,"B","good","gas",97126,"ok","automatic","rwd","mi",40.468826,-74.281734
"Easy",2010,"C","good","gas",120971,"ok","automatic","4wd","mi",40.468826,-74.281734
"Easy",2012,"C","excellent","gas",220000,"ok","automatic","4wd","mi",43.1279,-85.5952
"Easy",2008,"C","good","gas",124541,"ok","automatic","4wd","mi",41.54238,-87.825468
"Diff",2017,"B","good","gas",30386,"ok","other","4wd","mi",42.96,-85.65
"Easy",2009,"B","good","gas",222666,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2013,"C","excellent","gas",143000,"ok","automatic","fwd","mi",42.959531,-85.647356
"Easy",2007,"C","good","gas",148000,"ok","automatic","4wd","mi",42.851055,-83.45119
"Easy",2006,"C","good","gas",171800,"ok","automatic","4wd","mi",43.1152,-85.5136
"Easy",2011,"C","excellent","gas",107000,"ok","automatic","fwd","mi",42.858225,-85.663832
"Easy",2012,"C","good","gas",262254,"ok","automatic","4wd","mi",42.829652,-86.00853
"Easy",2007,"C","good","gas",112846,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2013,"C","good","gas",113323,"ok","automatic","rwd","mi",43.1824,-84.1122
"Easy",2013,"C","good","gas",129000,"ok","automatic","fwd","mi",42.851055,-83.45119
"Diff",2013,"C","excellent","gas",103295,"ok","other","4wd","mi",43.18801,-85.55198
"Easy",2010,"C","excellent","gas",85000,"ok","automatic","4wd","mi",42.868176,-85.863137
"Diff",2016,"C","good","gas",37663,"ok","automatic","fwd","mi",42.96,-85.65
"Diff",2017,"A","excellent","gas",79000,"ok","automatic","4wd","mi",42.868176,-85.863137
"Easy",2014,"C","good","gas",143276,"ok","automatic","fwd","mi",42.709468,-84.547693
"Easy",2008,"D","good","gas",98254,"ok","automatic","fwd","mi",43.055934,-85.690039
"Diff",2014,"C","good","gas",61026,"ok","automatic","4wd","mi",43.23423,-86.181958
"Easy",2014,"C","good","gas",220000,"ok","automatic","4wd","mi",42.9711,-85.9249
"Easy",2007,"C","excellent","gas",77000,"ok","automatic","fwd","mi",42.233059,-85.786457
"Diff",2016,"C","excellent","gas",29500,"ok","automatic","rwd","mi",42.9659,-85.6527
"Diff",2020,"C","good","gas",4079,"ok","automatic","fwd","mi",42.96,-85.65
"Diff",2017,"B","good","gas",13485,"ok","other","4wd","mi",42.96,-85.65
"Diff",2012,"A","good","diesel",127816,"ok","automatic","rwd","mi",40.468826,-74.281734
"Diff",2005,"B","like new","gas",110500,"ok","automatic","4wd","mi",42.868175,-85.862086
"Easy",2007,"B","good","gas",235911,"ok","automatic","rwd","mi",42.636327,-85.285535
"Easy",2012,"C","excellent","gas",119895,"ok","automatic","4wd","mi",42.992045,-85.075024
"Easy",2008,"C","excellent","gas",105000,"ok","manual","4wd","mi",42.9566,-85.481
"Easy",2012,"B","excellent","gas",111346,"ok","automatic","rwd","mi",42.901127,-85.665001
"Easy",2014,"B","fair","gas",117714,"ok","automatic","fwd","mi",42.908112,-85.666206
"Easy",2007,"D","like new","gas",159,"ok","automatic","rwd","mi",42.8697,-85.6628
"Easy",1999,"C","excellent","gas",800,"ok","automatic","fwd","mi",42.7851,-83.7294
"Easy",2012,"C","excellent","gas",75000,"ok","automatic","fwd","mi",42.944,-85.6213
"Diff",2018,"C","good","gas",24856,"ok","automatic","4wd","mi",42.931559,-85.374012
"Easy",2015,"C","excellent","gas",21704,"ok","automatic","4wd","mi",42.835711,-85.664274
"Easy",2010,"B","excellent","gas",145000,"ok","automatic","4wd","mi",42.895764,-85.811365
"Diff",2017,"C","excellent","gas",42327,"ok","automatic","4wd","mi",42.895764,-85.811365
"Easy",2017,"C","good","gas",39000,"ok","automatic","fwd","mi",42.4723,-85.7035
"Easy",2016,"C","good","gas",58908,"ok","automatic","fwd","mi",42.4723,-85.7035
"Diff",2019,"C","excellent","gas",19857,"ok","automatic","4wd","mi",42.448987,-85.661948
"Easy",2004,"B","excellent","gas",108578,"ok","automatic","rwd","mi",43.057538,-85.954644
"Easy",2006,"B","good","gas",140020,"ok","automatic","4wd","mi",42.907531,-85.665714
"Easy",2012,"C","good","gas",120000,"ok","automatic","fwd","mi",42.9659,-85.6527
"Easy",2013,"C","good","gas",38959,"ok","automatic","fwd","mi",42.96,-85.65
"Easy",2014,"C","good","gas",128437,"ok","automatic","4wd","mi",43.036362,-85.817642
"Diff",2016,"C","good","gas",39757,"ok","other","fwd","mi",42.96,-85.65
"Easy",2010,"C","good","gas",101115,"ok","other","fwd","mi",42.96,-85.65
"Easy",2010,"C","excellent","gas",86215,"ok","automatic","4wd","mi",42.992045,-85.075024
"Easy",2007,"B","excellent","gas",146775,"ok","automatic","fwd","mi",43.1824,-84.1122
"Easy",2015,"C","like new","gas",86605,"ok","automatic","fwd","mi",42.914352,-85.730042
"Diff",2018,"C","good","diesel",24138,"ok","automatic","4wd","mi",42.448987,-85.661948
"Diff",1972,"C","excellent","gas",175000,"ok","automatic","4wd","mi",42.68241,-86.01016
"Diff",2013,"C","excellent","gas",103295,"ok","other","4wd","mi",43.18801,-85.55198
"Diff",2020,"C","excellent","gas",373,"ok","automatic","4wd","mi",42.448987,-85.661948
"Easy",2015,"C","like new","gas",82000,"ok","automatic","4wd","mi",42.790913,-86.091914
"Easy",2017,"C","good","gas",64501,"ok","automatic","fwd","mi",42.80483,-86.077802
"Easy",2016,"C","excellent","gas",111000,"ok","automatic","fwd","mi",42.1235,-84.3521
"Easy",2012,"C","like new","gas",106000,"ok","automatic","fwd","mi",42.2663,-84.4211
"Easy",2015,"C","excellent","gas",156370,"ok","automatic","4wd","mi",43.1824,-84.1122
"Easy",2010,"B","good","gas",171093,"ok","automatic","4wd","mi",42.271449,-84.313545
"Easy",2012,"C","good","gas",156000,"ok","automatic","4wd","mi",42.1235,-84.3521
"Easy",2006,"C","excellent","gas",184640,"ok","automatic","fwd","mi",42.308597,-85.150008
"Easy",2008,"C","like new","gas",166000,"ok","automatic","4wd","mi",42.308723,-85.149751
